postcode,suburb,lat,lon,Local Government Area,Region,Year,A20,A50,A70,A80,A90,B10,B20,B30,B40,B50,B60,C10,C20,C30,C90,D10,D20,D30,D40,E10,E20,F10,F20,F30,F90,A,B,C,D,E,F,Total
3000,melbourne,-37.814563,144.97026699999998,Melbourne,Northern Metropolitan,2011,1032,116,99,38,129,18,741,473,5300,794,5,82,5,316,1,232,3433,93,6,146,1064,0,13,36,3,1414,7331,404,3764,1210,52,14175
3002,east melbourne,-37.81664,144.98781100000002,Melbourne,Northern Metropolitan,2011,53,12,4,2,5,5,47,70,322,31,1,7,1,24,0,12,128,9,0,6,5,0,0,9,0,76,476,32,149,11,9,753
3003,west melbourne,-37.806255,144.941123,Melbourne,Northern Metropolitan,2011,54,9,3,8,6,2,69,78,231,23,0,2,2,28,0,20,81,6,0,3,3,0,2,1,2,80,403,32,107,6,5,633
3006,southbank,-37.823258,144.965926,Melbourne,Southern Metropolitan,2011,237,21,14,8,30,3,169,67,793,70,1,4,0,54,2,24,512,9,0,10,15,0,0,14,2,310,1103,60,545,25,16,2059
3008,docklands,-37.814719000000004,144.948039,Melbourne,Southern Metropolitan,2011,113,7,8,4,17,0,86,40,481,34,0,9,0,26,0,27,350,12,0,12,5,0,4,6,3,149,641,35,389,17,13,1244
3011,footscray,-37.79977,144.89958700000003,Maribyrnong,Western Metropolitan,2011,182,67,13,5,26,18,241,336,920,79,0,46,2,190,0,58,177,10,0,15,12,1,1,5,1,293,1594,238,245,27,8,2405
3011,seddon,-37.808769,144.895486,Maribyrnong,Western Metropolitan,2011,10,2,3,0,2,1,46,91,80,2,0,2,0,5,0,2,12,1,0,0,0,0,0,1,0,17,220,7,15,0,1,260
3012,brooklyn,-37.814624,144.84710800000002,Brimbank,Western Metropolitan,2011,2,0,0,0,0,1,3,6,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,42,0,2,0,0,46
3012,kingsville,-37.812635,144.881803,Brimbank,Western Metropolitan,2011,5,2,0,0,2,2,31,46,99,2,0,0,0,2,0,3,3,1,0,0,1,0,0,0,0,9,180,2,7,1,0,199
3012,maidstone,-37.782096,144.874299,Brimbank,Western Metropolitan,2011,25,2,4,2,9,5,54,119,246,5,0,9,4,17,0,7,14,0,1,3,4,0,0,0,0,42,429,30,22,7,0,530
3012,tottenham,-37.799065,144.857829,Brimbank,Western Metropolitan,2011,6,1,0,0,2,0,10,14,41,2,0,0,0,2,0,4,7,0,0,0,0,0,0,0,0,9,67,2,11,0,0,89
3012,west footscray,-37.797701,144.879924,Brimbank,Western Metropolitan,2011,32,11,2,1,14,9,76,125,226,5,0,3,0,12,0,6,17,0,0,1,4,0,0,0,0,60,441,15,23,5,0,544
3013,yarraville,-37.816178,144.889774,Maribyrnong,Western Metropolitan,2011,40,20,5,1,9,12,118,171,301,36,0,4,1,16,0,12,22,4,0,0,1,0,0,0,0,75,638,21,38,1,0,773
3015,newport,-37.842477,144.88314499999998,Hobsons Bay,Western Metropolitan,2011,42,14,5,2,8,3,103,135,263,11,0,1,3,8,0,10,39,6,0,5,6,0,4,2,0,71,515,12,55,11,6,670
3015,south kingsville,-37.833627,144.87074199999998,Hobsons Bay,Western Metropolitan,2011,1,0,0,0,1,1,7,19,20,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,2,48,1,2,1,1,55
3015,spotswood,-37.82967,144.885078,Hobsons Bay,Western Metropolitan,2011,10,1,1,3,0,0,16,29,89,6,0,0,0,4,0,2,13,0,0,2,1,0,0,0,0,15,140,4,15,3,0,177
3016,williamstown,-37.856902000000005,144.897698,Hobsons Bay,Western Metropolitan,2011,48,7,8,5,9,4,118,98,280,18,0,9,1,18,0,9,36,8,0,3,10,1,1,3,0,77,518,28,53,13,5,694
3016,williamstown north,-37.857681,144.88704099999998,Hobsons Bay,Western Metropolitan,2011,8,0,3,1,2,0,26,34,86,0,0,3,0,0,0,4,5,1,0,0,0,0,0,0,0,14,146,3,10,0,0,173
3018,altona,-37.869275,144.830286,Hobsons Bay,Western Metropolitan,2011,48,6,9,4,10,11,74,85,254,13,0,2,6,15,0,11,27,3,0,5,6,0,2,0,1,77,437,23,41,11,3,592
3018,seaholme,-37.867992,144.84360900000001,Hobsons Bay,Western Metropolitan,2011,4,0,0,0,0,1,12,5,31,1,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,4,50,1,4,2,0,61
3019,braybrook,-37.779309000000005,144.85535900000002,Maribyrnong,Western Metropolitan,2011,79,15,8,3,14,13,89,144,348,30,0,18,5,60,0,18,34,1,0,4,4,0,0,1,0,119,624,83,53,8,1,888
3020,albion,-37.775954,144.819395,Brimbank,Western Metropolitan,2011,35,16,1,1,9,7,82,94,239,9,0,4,0,6,0,3,11,0,0,0,2,0,1,0,1,62,431,10,14,2,2,521
3020,sunshine north,-37.768904,144.83025800000001,Brimbank,Western Metropolitan,2011,44,9,7,7,6,13,67,176,358,28,0,11,2,24,0,9,10,2,0,1,6,0,1,0,0,73,642,37,21,7,1,781
3020,sunshine west,-37.79983,144.81845,Brimbank,Western Metropolitan,2011,72,13,11,1,9,15,105,213,366,9,0,3,3,7,0,7,11,0,0,3,7,0,0,0,0,106,708,13,18,10,0,855
3021,albanvale,-37.745934000000005,144.770027,Brimbank,Western Metropolitan,2011,28,2,5,2,4,4,36,36,157,5,0,1,1,4,0,1,5,0,0,1,5,0,0,0,0,41,238,6,6,6,0,297
3021,kealba,-37.742331,144.825918,Brimbank,Western Metropolitan,2011,23,8,2,2,0,2,37,37,88,5,0,2,1,3,0,1,3,2,0,0,2,0,0,0,0,35,169,6,6,2,0,218
3021,kings park,-37.734277,144.780872,Brimbank,Western Metropolitan,2011,51,9,2,3,7,8,67,71,137,10,0,5,4,6,0,5,1,1,0,0,7,0,0,0,0,72,293,15,7,7,0,394
3021,st albans,-37.745063,144.799626,Brimbank,Western Metropolitan,2011,286,59,26,11,40,40,263,465,1066,58,0,29,12,60,0,54,50,1,0,6,36,1,2,2,0,422,1892,101,105,42,5,2567
3022,ardeer,-37.782920000000004,144.801018,Brimbank,Western Metropolitan,2011,21,1,4,2,6,2,30,86,213,9,0,2,1,3,0,3,5,0,0,0,0,0,0,0,0,34,340,6,8,0,0,388
3023,burnside,-37.753381,144.75261799999998,Melton,Western Metropolitan,2011,8,4,2,2,3,0,8,23,64,6,0,4,0,3,0,1,0,2,0,1,2,0,0,0,0,19,101,7,3,3,0,133
3023,burnside heights,-37.771039,144.772248,Melton,Western Metropolitan,2011,8,3,0,1,2,2,22,107,60,1,0,7,3,1,0,1,1,0,0,1,0,0,0,0,0,14,192,11,2,1,0,220
3023,cairnlea,-37.762076,144.754169,Melton,Western Metropolitan,2011,22,5,4,2,6,3,36,91,245,10,0,5,1,11,0,5,7,0,0,1,4,0,0,0,0,39,385,17,12,5,0,458
3023,caroline springs,-37.741240000000005,144.736311,Melton,Western Metropolitan,2011,62,4,3,0,8,4,97,168,413,18,0,8,5,7,0,10,12,1,0,2,10,0,0,0,1,77,700,20,23,12,1,833
3023,deer park,-37.770312,144.77472,Melton,Western Metropolitan,2011,101,23,9,10,11,18,143,335,530,31,0,11,6,19,0,21,6,2,0,6,16,0,0,0,0,154,1057,36,29,22,0,1298
3023,ravenhall,-37.766501,144.738709,Melton,Western Metropolitan,2011,2,1,1,1,0,5,9,42,58,5,0,0,0,5,0,3,1,1,0,3,0,0,0,0,0,5,119,5,5,3,0,137
3024,mambourin,-37.899873,144.556552,Melton,Western Metropolitan,2011,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,8
3024,mount cottrell,-37.765159999999995,144.609501,Melton,Western Metropolitan,2011,4,0,0,0,2,2,1,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,10,2,0,0,0,18
3024,wyndham vale,-37.891641,144.629467,Melton,Western Metropolitan,2011,68,5,6,4,16,12,129,211,368,17,0,7,9,13,0,9,5,1,0,6,9,0,0,0,1,99,737,29,15,15,1,896
3025,altona north,-37.842878999999996,144.850049,Hobsons Bay,Western Metropolitan,2011,56,8,15,4,14,5,82,106,354,54,0,9,4,16,0,16,21,4,0,9,8,0,0,1,2,97,601,29,41,17,3,788
3026,laverton north,-37.841653,144.795959,Brimbank,Western Metropolitan,2011,21,2,0,2,5,9,23,81,201,10,0,1,0,3,0,4,2,0,0,1,1,0,0,0,0,30,324,4,6,2,0,366
3028,altona meadows,-37.871632,144.778084,Hobsons Bay,Western Metropolitan,2011,71,4,5,3,7,11,102,89,306,16,0,7,1,14,0,10,13,1,1,1,31,0,1,1,1,90,524,22,25,32,3,696
3028,laverton,-37.866939,144.761748,Hobsons Bay,Western Metropolitan,2011,55,9,9,4,15,3,67,64,169,14,0,4,0,14,0,4,19,3,1,3,9,0,0,2,0,92,317,18,27,12,2,468
3028,seabrook,-37.877626,144.75777,Hobsons Bay,Western Metropolitan,2011,10,0,0,0,1,0,22,18,32,1,0,0,0,4,0,2,3,1,0,0,0,0,2,0,0,11,73,4,6,0,2,96
3029,hoppers crossing,-37.882636,144.700297,Wyndham,Western Metropolitan,2011,161,21,13,8,29,13,320,278,1265,76,0,18,11,33,0,22,46,15,0,6,21,0,0,2,1,232,1952,62,83,27,3,2359
3029,tarneit,-37.823738,144.692893,Wyndham,Western Metropolitan,2011,66,0,4,5,7,13,176,384,491,9,0,3,6,11,0,12,16,1,0,2,11,0,0,0,0,82,1073,20,29,13,0,1217
3029,truganina,-37.825004,144.748931,Wyndham,Western Metropolitan,2011,3,0,3,1,0,1,3,9,7,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7,22,2,0,1,0,32
3030,cocoroc,-37.969994,144.582987,Wyndham,Western Metropolitan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,derrimut,-37.797549,144.771097,Wyndham,Western Metropolitan,2011,19,0,2,6,3,3,40,215,167,11,0,0,2,2,0,1,2,1,0,1,1,0,0,0,0,30,436,4,4,2,0,476
3030,point cook,-37.914615999999995,144.751038,Wyndham,Western Metropolitan,2011,68,3,8,5,9,7,145,300,442,16,0,4,3,8,0,4,9,2,0,0,7,0,1,0,0,93,910,15,15,7,1,1041
3030,quandong,-37.838725,144.554915,Wyndham,Western Metropolitan,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3030,werribee,-37.903337,144.657731,Wyndham,Western Metropolitan,2011,230,31,23,17,59,21,385,324,1083,106,0,14,10,58,0,44,126,8,0,25,130,0,2,8,0,360,1919,82,178,155,10,2704
3030,werribee south,-37.903337,144.657731,Wyndham,Western Metropolitan,2011,3,0,0,1,2,6,8,15,29,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,6,58,1,2,2,0,69
3031,flemington,-37.788375,144.93147199999999,Melbourne,Northern Metropolitan,2011,12,1,0,1,2,0,14,5,114,7,0,5,0,131,0,5,38,0,0,2,0,0,0,0,0,16,140,136,43,2,0,337
3031,kensington,-37.794333,144.929217,Melbourne,Northern Metropolitan,2011,58,8,12,7,16,12,92,106,399,9,0,6,4,18,0,11,29,1,0,2,3,0,0,2,0,101,618,28,41,5,2,795
3032,ascot vale,-37.77583,144.923377,Moonee Valley,Western Metropolitan,2011,76,21,15,4,16,5,120,149,339,28,0,12,0,38,0,19,56,5,0,2,18,0,0,0,1,132,641,50,80,20,1,924
3032,maribyrnong,-37.772228999999996,144.886116,Moonee Valley,Western Metropolitan,2011,37,6,6,9,5,1,106,122,893,73,0,4,2,5,0,12,17,4,0,5,5,0,0,0,0,63,1195,11,33,10,0,1312
3032,travancore,-37.777772999999996,144.929915,Moonee Valley,Western Metropolitan,2011,5,0,0,0,1,0,10,8,43,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,65,2,1,0,0,74
3033,keilor east,-37.736264,144.796336,Brimbank,Western Metropolitan,2011,5,1,0,4,1,2,10,11,16,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,11,41,3,2,0,0,57
3034,avondale heights,-37.742284000000005,144.81515,Moonee Valley,Western Metropolitan,2011,35,5,9,5,6,0,47,47,143,9,0,3,4,5,0,4,6,1,0,1,2,0,0,1,0,60,246,12,11,3,1,333
3036,keilor,-37.718965000000004,144.83416599999998,Brimbank,Western Metropolitan,2011,11,1,0,1,5,0,29,57,85,5,0,2,0,1,0,4,1,0,0,1,1,0,3,0,0,18,176,3,5,2,3,207
3036,keilor north,-37.704771,144.814229,Brimbank,Western Metropolitan,2011,0,0,0,0,0,0,2,1,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,37
3037,delahey,-37.715579,144.780474,Brimbank,Western Metropolitan,2011,30,5,5,1,3,5,45,81,131,13,0,1,2,11,0,2,3,1,0,1,1,0,0,0,0,44,275,14,6,2,0,341
3037,hillside,-37.691437,144.74002,Brimbank,Western Metropolitan,2011,2,2,0,0,0,0,7,9,45,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,63,2,0,1,0,70
3037,sydenham,-37.70004,144.764617,Brimbank,Western Metropolitan,2011,47,13,5,1,5,14,85,114,257,16,0,2,2,8,0,5,4,0,0,2,4,0,0,0,0,71,486,12,9,6,0,584
3037,taylors hill,-37.710381,144.76679099999998,Brimbank,Western Metropolitan,2011,25,0,6,3,2,6,34,132,214,3,0,6,2,4,0,1,2,0,0,0,5,0,0,0,0,36,389,12,3,5,0,445
3038,keilor downs,-37.725726,144.811346,Brimbank,Western Metropolitan,2011,46,1,6,3,2,10,41,99,129,12,1,5,1,17,0,9,8,0,0,16,16,0,0,0,0,58,292,23,17,32,0,422
3038,keilor lodge,-37.695768,144.797032,Brimbank,Western Metropolitan,2011,4,0,1,0,0,0,12,9,20,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,41,0,2,1,0,49
3038,taylors lakes,-37.698758000000005,144.78766000000002,Brimbank,Western Metropolitan,2011,69,8,5,3,10,7,157,91,870,60,0,6,2,9,0,16,19,0,0,3,6,0,1,0,0,95,1185,17,35,9,1,1342
3039,moonee ponds,-37.765707,144.919163,Moonee Valley,Western Metropolitan,2011,72,9,22,8,13,5,142,102,462,60,0,3,1,28,0,11,94,4,0,10,11,0,1,0,0,124,771,32,109,21,1,1058
3040,aberfeldie,-37.75669,144.89625900000001,Moonee Valley,Western Metropolitan,2011,2,1,1,0,2,0,23,27,38,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,6,89,2,1,1,0,99
3040,essendon,-37.754973,144.917407,Moonee Valley,Western Metropolitan,2011,85,12,14,6,9,7,150,116,404,25,0,6,2,23,0,11,54,9,1,3,9,0,0,3,0,126,702,31,75,12,3,949
3040,essendon west,-37.753802,144.888271,Moonee Valley,Western Metropolitan,2011,1,1,2,0,0,0,2,7,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,25,1,0,0,0,30
3041,essendon north,-37.744374,144.909853,Moonee Valley,Western Metropolitan,2011,10,2,7,2,2,0,32,25,46,4,0,0,0,1,0,0,4,0,0,1,2,0,0,0,0,23,107,1,4,3,0,138
3041,strathmore,-37.735876,144.919176,Moonee Valley,Western Metropolitan,2011,12,1,2,0,2,0,28,62,102,7,0,2,0,2,0,3,5,0,0,0,3,0,0,0,0,17,199,4,8,3,0,231
3041,strathmore heights,-37.716678,144.897568,Moonee Valley,Western Metropolitan,2011,1,0,0,1,0,0,0,7,6,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,13,0,2,0,1,18
3042,airport west,-37.711698,144.88703700000002,Moonee Valley,Western Metropolitan,2011,31,7,5,1,4,0,66,77,344,36,0,7,3,10,0,7,6,2,0,1,9,0,0,0,1,48,523,20,15,10,1,617
3042,keilor park,-37.72465,144.850373,Moonee Valley,Western Metropolitan,2011,8,3,4,1,0,6,17,30,106,3,0,1,0,2,0,0,3,0,0,0,1,0,0,0,0,16,162,3,3,1,0,185
3042,niddrie,-37.736031,144.889072,Moonee Valley,Western Metropolitan,2011,12,3,4,2,4,0,19,33,104,4,0,0,1,4,0,3,5,1,0,1,5,0,0,0,0,25,160,5,9,6,0,205
3043,gladstone park,-37.68861,144.88362800000002,Hume,Western Metropolitan,2011,29,4,8,5,7,2,52,46,233,12,0,3,2,6,0,6,5,0,0,3,6,0,0,0,0,53,345,11,11,9,0,429
3043,gowanbrae,-37.706315999999994,144.89488500000002,Hume,Western Metropolitan,2011,1,0,0,1,0,0,4,7,14,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,26,3,1,0,0,32
3043,tullamarine,-37.68656,144.882698,Hume,Western Metropolitan,2011,3,0,0,1,2,0,16,18,94,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6,133,0,1,2,0,142
3044,pascoe vale,-37.727568,144.939122,Moreland,Northern Metropolitan,2011,39,12,8,5,6,4,83,118,283,21,0,4,1,15,0,4,10,2,0,2,11,0,0,0,0,70,509,20,16,13,0,628
3044,pascoe vale south,-37.739197999999995,144.945722,Moreland,Northern Metropolitan,2011,15,2,4,2,1,0,27,52,183,10,0,1,3,0,0,2,3,3,0,1,7,0,0,0,0,24,272,4,8,8,0,316
3045,melbourne airport,-37.668873,144.833931,Hume,Western Metropolitan,2011,11,0,1,0,2,1,15,3,176,8,0,1,0,11,0,28,10,0,0,1,1,0,0,0,0,14,203,12,38,2,0,269
3046,glenroy,-37.704581,144.915758,Moreland,Northern Metropolitan,2011,119,16,18,10,26,12,137,214,538,77,0,6,5,23,0,16,18,1,0,2,24,0,1,1,0,189,978,34,35,26,2,1264
3046,hadfield,-37.707238000000004,144.93832,Moreland,Northern Metropolitan,2011,27,5,5,0,9,2,51,43,97,8,0,3,2,7,0,8,3,0,0,6,4,0,0,0,0,46,201,12,11,10,0,280
3046,oak park,-37.71817,144.919959,Moreland,Northern Metropolitan,2011,14,3,2,2,3,3,19,51,89,3,0,1,0,1,0,3,2,0,0,1,3,0,0,0,0,24,165,2,5,4,0,200
3047,broadmeadows,-37.680792,144.921009,Hume,Northern Metropolitan,2011,197,23,29,21,33,28,194,189,803,99,0,13,2,48,1,47,36,2,0,32,363,0,2,1,0,303,1313,64,85,395,3,2163
3047,dallas,-37.673333,144.931141,Hume,Northern Metropolitan,2011,42,1,11,1,11,11,52,64,129,5,0,0,1,7,0,4,4,0,0,1,10,0,1,0,0,66,261,8,8,11,1,355
3047,jacana,-37.690301,144.915729,Hume,Northern Metropolitan,2011,34,4,2,4,3,3,21,24,97,6,0,2,1,6,0,5,4,0,0,1,5,0,1,0,0,47,151,9,9,6,1,223
3048,coolaroo,-37.651811,144.930466,Hume,Northern Metropolitan,2011,39,6,12,5,7,7,53,46,98,7,0,3,1,9,0,7,4,1,0,1,7,0,0,0,0,69,211,13,12,8,0,313
3048,meadow heights,-37.64986,144.922104,Hume,Northern Metropolitan,2011,104,2,12,8,13,7,110,130,211,12,0,5,4,25,0,12,6,5,0,3,29,0,5,0,1,139,470,34,23,32,6,704
3049,attwood,-37.667515,144.88529,Hume,Northern Metropolitan,2011,8,0,1,0,0,2,22,18,41,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,9,84,3,1,1,0,98
3049,calder park,-37.700648,144.755896,Hume,Northern Metropolitan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,westmeadows,-37.673551,144.90086000000002,Hume,Northern Metropolitan,2011,41,2,3,1,4,3,40,29,116,8,0,4,1,11,0,3,3,1,0,2,14,0,3,0,0,51,196,16,7,16,3,289
3051,north melbourne,-37.905996,145.056254,Melbourne,Northern Metropolitan,2011,110,20,10,5,12,8,122,126,499,48,0,9,3,64,0,24,110,2,0,6,13,0,2,1,0,157,803,76,136,19,3,1194
3052,parkville,-37.788531,144.947731,Melbourne,Northern Metropolitan,2011,29,8,3,2,6,0,41,51,277,10,0,1,0,6,0,7,15,2,0,0,5,0,0,0,0,48,379,7,24,5,0,463
3053,carlton,-37.784337,144.96974699999998,Melbourne,Northern Metropolitan,2011,77,22,4,4,12,7,100,170,526,69,0,11,1,10,0,18,70,13,0,2,9,0,0,0,0,119,872,22,101,11,0,1125
3054,carlton north,-37.784337,144.96974699999998,Melbourne,Northern Metropolitan,2011,1,0,0,0,0,0,2,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,15,1,1,0,0,18
3054,princes hill,-37.780995000000004,144.96279199999998,Melbourne,Northern Metropolitan,2011,6,0,0,0,0,0,11,15,56,1,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,6,83,3,4,0,0,96
3055,brunswick west,-37.762489,144.961176,Moreland,Northern Metropolitan,2011,23,7,8,1,6,2,80,81,263,15,0,4,6,18,0,8,15,1,0,1,8,0,0,0,0,45,441,28,24,9,0,547
3056,brunswick,-37.764829,144.943778,Moreland,Northern Metropolitan,2011,146,38,14,10,23,8,262,237,993,86,0,3,3,29,0,15,90,4,0,8,34,0,1,3,0,231,1586,35,109,42,4,2007
3057,brunswick east,-37.76491,144.979567,Moreland,Northern Metropolitan,2011,31,5,5,0,8,2,70,93,266,16,0,6,2,2,0,1,11,2,0,0,2,0,0,0,0,49,447,10,14,2,0,522
3058,coburg,-37.743188,144.96627900000001,Darebin,Northern Metropolitan,2011,123,24,12,4,21,6,175,251,871,84,0,11,2,24,0,22,29,4,0,3,34,0,0,2,0,184,1387,37,55,37,2,1702
3058,coburg north,-37.730841999999996,144.971699,Darebin,Northern Metropolitan,2011,34,8,3,2,5,4,56,84,271,32,0,6,1,11,0,9,11,1,0,4,4,0,1,0,0,52,447,18,21,8,1,547
3059,greenvale,-37.642984000000006,144.88872,Hume,Northern Metropolitan,2011,26,1,9,3,2,11,83,44,146,11,0,8,1,13,0,10,0,1,1,1,4,0,0,0,0,41,295,22,12,5,0,375
3060,fawkner,-37.759823,144.89571,Hume,Northern Metropolitan,2011,8,1,0,0,0,0,5,2,21,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,9,30,3,1,0,0,43
3061,campbellfield,-37.643746,144.951369,Hume,Northern Metropolitan,2011,51,13,9,11,9,18,84,103,454,81,0,4,1,10,0,10,9,4,0,1,9,0,1,0,2,93,740,15,23,10,3,884
3062,somerton,-37.642563,144.94425900000002,Hume,Northern Metropolitan,2011,13,4,1,1,0,1,10,15,77,10,0,3,0,6,0,2,4,1,0,0,0,0,0,0,0,19,113,9,7,0,0,148
3063,oaklands junction,-37.629826,144.839244,Hume,Northern Metropolitan,2011,2,0,0,0,0,4,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,17
3063,yuroke,-37.589589000000004,144.87940600000002,Hume,Northern Metropolitan,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3
3064,craigieburn,-37.598975,144.94128700000002,Hume,Northern Metropolitan,2011,179,14,45,10,25,18,200,220,690,42,0,5,8,23,0,20,27,2,0,10,38,0,0,0,0,273,1170,36,49,48,0,1576
3064,donnybrook,-37.542028,144.963579,Hume,Northern Metropolitan,2011,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,1,1,0,8
3064,kalkallo,-37.529371999999995,144.94710600000002,Hume,Northern Metropolitan,2011,2,0,0,0,0,0,1,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,2,0,0,0,18
3064,mickleham,-37.560864,144.879078,Hume,Northern Metropolitan,2011,17,4,1,1,2,0,5,6,63,5,0,1,0,2,0,4,3,1,0,0,0,0,0,0,0,25,79,3,8,0,0,115
3064,roxburgh park,-37.636795,144.932604,Hume,Northern Metropolitan,2011,87,6,28,7,8,7,110,82,276,28,0,4,2,17,0,15,15,1,0,1,17,0,0,0,0,136,503,23,31,18,0,711
3065,fitzroy,-37.800917,144.979165,Yarra,Northern Metropolitan,2011,158,23,12,6,16,1,224,162,810,80,0,20,2,70,0,17,208,6,0,10,12,0,0,1,0,215,1277,92,231,22,1,1838
3066,collingwood,-37.800366,144.984149,Yarra,Northern Metropolitan,2011,80,11,7,2,14,7,122,122,450,65,0,12,1,35,0,23,123,2,0,4,66,0,1,0,0,114,766,48,148,70,1,1147
3067,abbotsford,-37.801781,144.998752,Yarra,Northern Metropolitan,2011,44,13,1,3,3,4,57,95,310,43,0,20,0,48,0,24,34,0,0,1,5,0,1,0,0,64,509,68,58,6,1,706
3068,clifton hill,-37.788118,144.992067,Yarra,Northern Metropolitan,2011,22,3,0,2,6,2,53,71,146,15,0,0,1,9,0,2,21,0,0,0,4,0,0,0,1,33,287,10,23,4,1,358
3068,fitzroy north,-37.7834,144.98468799999998,Yarra,Northern Metropolitan,2011,1,0,0,0,0,0,2,5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,22
3070,northcote,-37.769857,144.995276,Darebin,Northern Metropolitan,2011,77,23,15,5,22,8,204,260,592,54,0,4,0,19,0,10,61,6,0,11,16,0,1,4,0,142,1118,23,77,27,5,1392
3071,thornbury,-37.75504,144.99858899999998,Darebin,Northern Metropolitan,2011,45,8,10,7,17,8,123,155,391,15,0,3,1,13,0,9,28,4,0,2,6,0,0,0,0,87,692,17,41,8,0,845
3072,preston,-37.738735999999996,145.00051499999998,Darebin,Northern Metropolitan,2011,260,26,34,29,32,15,335,444,1936,166,0,12,10,50,0,34,103,6,1,20,37,0,1,2,3,381,2896,72,144,57,6,3556
3073,reservoir,-37.716896999999996,145.00698500000001,Darebin,Northern Metropolitan,2011,183,32,43,21,47,37,343,548,1138,73,0,19,7,67,0,25,64,6,0,15,43,0,0,4,1,326,2139,93,95,58,5,2716
3074,thomastown,-37.680338,145.01428700000002,Whittlesea,Northern Metropolitan,2011,130,14,21,14,15,20,163,218,704,61,0,13,3,38,0,19,25,1,0,5,31,1,3,2,1,194,1166,54,45,36,7,1502
3075,lalor,-37.665857,145.017194,Whittlesea,Northern Metropolitan,2011,104,10,15,7,20,12,159,190,406,28,0,8,2,24,0,14,11,3,2,4,37,0,2,1,1,156,795,34,30,41,4,1060
3076,epping,-37.638363,145.009493,Whittlesea,Northern Metropolitan,2011,167,12,41,18,14,9,285,301,1094,105,0,4,3,42,0,17,42,3,1,13,32,0,0,2,1,252,1794,49,63,45,3,2206
3078,alphington,-37.780767,145.03116,Darebin,Northern Metropolitan,2011,4,1,0,0,1,1,15,19,76,3,0,0,1,1,2,0,4,1,0,1,1,0,0,0,0,6,114,4,5,2,0,131
3078,fairfield,-37.776946,145.018479,Darebin,Northern Metropolitan,2011,12,1,3,2,6,1,33,35,97,15,0,0,0,1,0,1,5,2,0,1,2,0,0,0,0,24,181,1,8,3,0,217
3079,ivanhoe,-37.76964,145.041425,Banyule,Eastern Metropolitan,2011,32,4,4,0,9,4,75,89,184,23,0,2,2,8,0,2,11,3,0,1,5,0,0,1,0,49,375,12,16,6,1,459
3079,ivanhoe east,-37.77283,145.059401,Banyule,Eastern Metropolitan,2011,3,0,0,0,1,2,8,21,28,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,61,1,1,0,0,67
3081,bellfield,-37.751819,145.045449,Banyule,Eastern Metropolitan,2011,8,0,1,1,3,3,13,24,23,0,0,1,1,6,0,3,2,2,0,2,0,0,0,0,0,13,63,8,7,2,0,93
3081,heidelberg heights,-37.742268,145.048873,Banyule,Eastern Metropolitan,2011,40,3,4,2,6,3,53,92,88,8,0,1,3,14,0,3,9,2,0,1,12,1,0,0,0,55,244,18,14,13,1,345
