postcode,suburb,lat,lon,Local Government Area,Region,Year,A20,A50,A70,A80,A90,B10,B20,B30,B40,B50,B60,C10,C20,C30,C90,D10,D20,D30,D40,E10,E20,F10,F20,F30,F90,A,B,C,D,E,F,Total
3371,talbot,-37.171463,143.698142,Central Goldfields,Western Victoria,2012,5,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0,1,0,0,14
3373,beaufort,-37.429812,143.383709,Pyrenees,Western Victoria,2012,8,0,1,0,0,0,7,23,27,3,0,1,0,3,0,1,2,0,0,0,3,0,0,0,0,9,60,4,3,3,0,79
3373,chute,-37.332405,143.387135,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3373,cross roads,-37.546494,143.231404,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,lake goldsmith,-37.554684,143.36684,Pyrenees,Western Victoria,2012,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5
3373,lake wongan,-37.594156,143.13746,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,main lead,-37.392977,143.32985,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,mena park,-37.521118,143.46310400000002,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3373,nerring,-37.497474,143.446479,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3373,raglan,-37.351713000000004,143.330232,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3373,stockyard hill,-37.535959999999996,143.251325,Pyrenees,Western Victoria,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
3373,stoneleigh,-37.585741,143.25939,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3373,trawalla,-37.436827,143.469053,Pyrenees,Western Victoria,2012,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3373,waterloo,-37.372434000000005,143.414495,Pyrenees,Western Victoria,2012,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
3375,ballyrogan,-37.427465000000005,143.132372,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3375,bayindeen,-37.305549,143.163733,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3375,buangor,-37.366754,143.174831,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3375,middle creek,-37.398313,143.23096,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,ararat,-37.284301,142.928227,Ararat,Western Victoria,2012,110,1,12,10,24,8,162,54,200,11,0,4,1,20,0,14,93,9,0,25,38,0,0,2,4,157,435,25,116,63,6,802
3377,armstrong,-37.210025,142.884986,Ararat,Western Victoria,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,cathcart,-37.304935,142.879648,Ararat,Western Victoria,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
3377,crowlands,-37.149857,143.109353,Ararat,Western Victoria,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,denicull creek,-37.349467,142.89664,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,dobie,-37.311758000000005,143.021199,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5
3377,dunneworthy,-37.202282000000004,143.041956,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,eversley,-37.189662,143.178787,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,great western,-37.152658,142.855946,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,langi logan,-37.393824,142.924496,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,maroona,-37.440606,142.85927900000002,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,mount cole,-37.255088,143.198377,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,mount cole creek,-37.218790999999996,143.123858,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,moyston,-37.300887,142.76703999999998,Ararat,Western Victoria,2012,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,8
3377,norval,-37.251262,142.843173,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3377,rhymney,-37.218844,142.77913600000002,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3377,rocky point,-37.335958000000005,142.85433600000002,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,rossbridge,-37.498396,142.86426699999998,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,warrak,-37.265182,143.115878,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3378,tatyoon,-37.529051,142.944769,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3378,yalla-y-poora,-37.527438000000004,143.13232,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,bornes hill,-37.534037,142.521439,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,chatsworth,-37.857749,142.649816,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,mafeking,-37.378411,142.54037,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,stavely,-37.58305,142.63325600000002,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,wickliffe,-37.685137,142.708737,Ararat,Western Victoria,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
3379,willaura,-37.540494,142.7353,Ararat,Western Victoria,2012,6,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,8,0,0,3,0,17
3379,willaura north,-37.388237,142.742735,Ararat,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,bellellen,-37.157329,142.699342,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,mokepilly,-37.093742999999996,142.62659399999998,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,stawell,-37.055661,142.77938,Northern Grampians,Western Victoria,2012,75,0,8,7,14,13,87,35,88,8,0,3,2,26,0,19,35,8,0,2,31,0,1,1,0,104,231,31,62,33,2,463
3380,winjallok,-36.822297,143.197839,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,barkly,-36.941793,143.21164199999998,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,bolangum,-36.716649,142.99812,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,callawadda,-36.817331,142.785567,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,campbells bridge,-36.916422999999995,142.785635,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,concongella,-37.053734999999996,142.875032,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,deep lead,-37.009961,142.71557099999998,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,fyans creek,-37.08344,142.565254,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3381,germania,-36.976575,142.758501,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,greens creek,-36.950990999999995,142.93655800000002,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,halls gap,-37.141371,142.518955,Northern Grampians,Western Victoria,2012,3,0,0,0,0,0,3,5,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,1,0,0,0,25
3381,illawarra,-37.053668,142.688557,Northern Grampians,Western Victoria,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
3381,joel joel,-37.006333000000005,142.99061799999998,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,joel south,-37.056742,143.049734,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,kanya,-36.782368,142.998913,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,lake fyans,-37.135366,142.627942,Northern Grampians,Western Victoria,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
3381,lake lonsdale,-37.047728,142.58181299999998,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3381,lubeck,-36.746935,142.54874099999998,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,morrl morrl,-36.854504999999996,142.933441,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,paradise,-36.831662,143.108792,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,pomonal,-37.192318,142.609034,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
3381,rostron,-36.769366999999995,143.176161,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,wal wal,-36.841359999999995,142.598921,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,wallaloo,-36.7285,142.892723,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,wallaloo east,-36.781477,142.930714,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,frenchmans,-36.979212,143.198999,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3384,landsborough,-37.004798,143.129581,Northern Grampians,Western Victoria,2012,2,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,10
3384,landsborough west,-37.012381,143.053574,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,navarre,-36.900107,143.11354,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3384,shays flat,-37.065177,143.090811,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,wattle creek,-36.980263,143.111695,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,dadswells bridge,-36.916062,142.511313,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
3385,glenorchy,-36.910409,142.655571,Horsham,Western Victoria,2012,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6
3385,ledcourt,-36.968759999999996,142.515765,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,riachella,-36.82488,142.687805,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,marnoo,-36.671662,142.869768,Northern Grampians,Western Victoria,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
3388,banyena,-36.572229,142.816541,Northern Grampians,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,rupanyup,-36.630462,142.63136,Northern Grampians,Western Victoria,2012,2,0,0,0,0,1,2,2,6,0,0,0,0,1,0,5,3,0,0,0,0,0,0,1,0,2,11,1,8,0,1,23
3390,kewell,-36.449414000000004,142.422325,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,murtoa,-36.620248,142.470529,Horsham,Western Victoria,2012,4,0,1,0,1,0,5,8,8,5,0,0,0,0,0,0,7,1,0,0,2,0,0,0,0,6,26,0,8,2,0,42
3391,brim,-36.069357000000004,142.519496,Yarriambiack,Western Victoria,2012,3,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,9,0,2,1,0,15
3392,minyip,-36.460553000000004,142.586163,Yarriambiack,Western Victoria,2012,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,1,0,9
3392,sheep hills,-36.349474,142.529677,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
3393,aubrey,-36.241102000000005,142.234143,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,bangerang,-36.182982,142.54970600000001,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,cannum,-36.310127,142.243725,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,crymelon,-36.154101000000004,142.268098,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,kellalac,-36.389971,142.39423200000002,Yarriambiack,Western Victoria,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
3393,lah,-36.128411,142.420452,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,warracknabeal,-36.253202,142.402596,Yarriambiack,Western Victoria,2012,16,0,4,0,6,0,42,13,43,3,0,1,0,4,0,2,21,4,0,0,5,0,1,0,1,26,101,5,27,5,2,166
3393,wilkur,-36.050005,142.724535,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,willenabrina,-36.040822999999996,142.218395,Yarriambiack,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,beulah,-35.93804,142.41896100000002,Yarriambiack,Northern Victoria,2012,1,0,0,0,2,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3,5,1,1,1,1,12
3395,kenmare,-35.930786,142.238991,Yarriambiack,Northern Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,hopetoun,-35.727235,142.364734,Yarriambiack,Northern Victoria,2012,1,0,0,0,0,0,1,0,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10,2,0,1,0,14
3400,horsham,-36.711714,142.204899,Horsham,Western Victoria,2012,206,0,23,8,35,14,186,70,330,40,0,10,1,51,0,29,130,13,0,21,75,0,2,2,2,272,640,62,172,96,6,1248
3401,blackheath,-36.455387,142.30917,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,brimpaen,-37.050262,142.211604,Horsham,Western Victoria,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3401,bungalally,-36.797118,142.230516,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,cherrypool,-37.121087,142.19216699999998,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,dooen,-36.657569,142.25731299999998,Horsham,Western Victoria,2012,1,0,0,0,1,0,1,4,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,10,1,2,0,0,15
3401,drung,-36.715903000000004,142.3345,Horsham,Western Victoria,2012,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,1,4,4,3,0,0,12
3401,gymbowen,-36.731403,141.59238200000001,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,haven,-36.748084999999996,142.178789,Horsham,Western Victoria,2012,3,0,2,0,0,1,1,1,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,6,0,3,2,0,16
3401,jung,-36.607806,142.360074,Horsham,Western Victoria,2012,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,1,0,0,8
3401,kalkee,-36.547269,142.209253,Horsham,Western Victoria,2012,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4
3401,kanagulk,-37.128890000000006,141.848527,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,karnak,-36.865321,141.48656499999998,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,laharum,-36.946669,142.323875,Horsham,Western Victoria,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
3401,longerenong,-36.671731,142.33078700000002,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,lower norton,-36.785779,142.08351399999998,Horsham,Western Victoria,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3401,mckenzie creek,-36.783608,142.173995,Horsham,Western Victoria,2012,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
3401,mockinya,-36.961856,142.153851,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,murra warra,-36.437495,142.225612,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,nurcoung,-36.631605,141.683367,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,nurrabiel,-36.913902,142.038307,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,pimpinio,-36.587573,142.120393,Horsham,Western Victoria,2012,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,7
3401,quantong,-36.737533,142.021508,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3401,riverside,-36.703736,142.238181,Horsham,Western Victoria,2012,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3401,rocklands,-37.207637,141.942484,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,st helens plains,-36.767965000000004,142.406357,Horsham,Western Victoria,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3401,telangatuk east,-37.074713,141.976505,Horsham,Western Victoria,2012,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3401,toolondo,-36.992793,141.93403,Horsham,Western Victoria,2012,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,0,3,0,0,7
3401,vectis,-36.713783,142.06294599999998,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3401,wail,-36.509398,142.1026,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
3401,wallup,-36.331267,142.239762,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3401,wartook,-37.033414,142.340592,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3401,wonwondah,-36.899739000000004,142.135435,Horsham,Western Victoria,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
